German_Rhineland-Palatinate_East_of_Rhine,0.133994,0.145086,0.056510,0.031034,0.043401,0.012785,0.003158,0.004623,0.008288,0.011686,-0.005940,0.005220,-0.012282,-0.003469,0.015518,0.003907,-0.005218,0.001280,0.003232,0.003020,0.006709,-0.000777,-0.002122,0.006576,0.000763
German_Thuringia_Central,0.135154,0.139775,0.062613,0.040927,0.043742,0.016233,0.005696,0.007808,0.006506,0.003539,-0.005208,0.000868,-0.003981,0.006508,0.003538,0.000958,-0.000372,0.000517,0.003524,0.001893,0.003392,-0.002470,0.000465,0.002129,0.000771
German_Thuringia_East,0.135731,0.136265,0.064488,0.045196,0.041726,0.018001,0.005887,0.007679,0.003016,-0.002850,-0.004897,-0.000931,-0.000347,0.011662,0.000881,0.000147,-0.000507,0.000475,0.005152,0.002075,0.002412,-0.003374,0.001948,0.003924,0.001430
German_West_Bohemia,0.133913,0.141642,0.057966,0.033020,0.042055,0.013218,0.004194,0.006473,0.007148,0.006984,-0.004431,0.002125,-0.006704,0.002104,0.006830,0.002343,-0.001929,0.000632,0.003287,0.002031,0.004877,-0.001812,-0.000005,0.004064,0.001575
German_West_Prussia,0.137117,0.134263,0.071980,0.056053,0.044480,0.021797,0.007301,0.009921,0.003040,-0.008782,-0.005105,-0.003393,0.003898,0.015693,0.000445,0.000710,-0.000803,0.000326,0.004785,0.002972,0.003785,-0.004820,0.002524,0.003153,0.002314
German_Westphalia,0.136242,0.139274,0.065054,0.044195,0.042400,0.017372,0.005075,0.007017,0.004934,0.003041,-0.005411,0.003118,-0.008041,-0.002665,0.014037,0.003731,-0.006085,0.001317,0.003671,0.002142,0.003807,0.001172,-0.000230,0.008579,-0.000328
Greek,0.118129,0.149434,0.005188,-0.027499,0.017263,-0.007612,0.002594,0.000524,-0.000392,0.015693,-0.000443,0.002874,-0.004578,0.004750,-0.008580,-0.000483,0.004518,0.000379,0.004363,-0.003528,-0.002934,-0.001858,0.000615,-0.000987,0.000450
Greek_Central-Macedonia,0.119631,0.147459,0.013560,-0.019827,0.021621,-0.005150,0.003190,0.002435,0.002077,0.014806,-0.000499,0.001985,-0.003320,0.007380,-0.011773,-0.002124,0.005769,-0.000441,0.004367,-0.003142,-0.003974,-0.002292,0.001305,-0.002254,0.000767
Greek_NE,0.120980,0.149158,0.012785,-0.018621,0.021989,-0.004240,0.002773,0.001213,0.000781,0.014678,-0.001857,0.002674,-0.004695,0.006886,-0.007410,-0.000355,0.004136,0.000661,0.005261,-0.002838,-0.002541,-0.002487,0.000835,0.000416,0.000289
Hungarian,0.131443,0.133336,0.057888,0.038389,0.037703,0.015087,0.006497,0.008249,0.002925,-0.003260,-0.003646,-0.002134,0.002880,0.012633,-0.003739,-0.000317,0.001593,-0.000235,0.003890,0.000482,-0.000180,-0.003516,0.002160,0.001044,0.000976
Icelandic,0.136076,0.136878,0.068538,0.048864,0.043472,0.018693,0.004781,0.007132,0.006581,0.002539,-0.005377,0.002952,-0.007879,-0.003809,0.016495,0.004550,-0.007460,0.001342,0.003014,0.002566,0.005169,0.001277,-0.000949,0.008652,0.000011
Irish_Connacht,0.135284,0.139998,0.064770,0.044016,0.043316,0.017443,0.003857,0.006218,0.007319,0.006063,-0.005734,0.004141,-0.010356,-0.006136,0.017347,0.004640,-0.007202,0.001243,0.002435,0.002513,0.004920,0.001210,-0.001009,0.007731,0.000123
Irish_Leinster,0.135492,0.141606,0.064813,0.042025,0.044532,0.016513,0.003848,0.006315,0.008448,0.008107,-0.005638,0.004513,-0.011002,-0.006537,0.016725,0.004531,-0.006685,0.001267,0.002542,0.002220,0.004813,0.001295,-0.001239,0.007480,0.000030
Irish_Munster,0.135354,0.140858,0.064954,0.043434,0.044247,0.017152,0.003492,0.005833,0.008135,0.007394,-0.005872,0.004456,-0.011022,-0.006476,0.017816,0.004952,-0.007256,0.001365,0.002626,0.002453,0.005327,0.001068,-0.001275,0.007736,0.000299
Irish_Ulster,0.135035,0.140688,0.064413,0.043252,0.043951,0.017250,0.003544,0.005911,0.008136,0.007333,-0.005908,0.004406,-0.010927,-0.006126,0.017542,0.004749,-0.007128,0.001240,0.002473,0.002487,0.005138,0.000795,-0.001195,0.007272,0.000391
Italian,0.118100,0.152339,0.013215,-0.024089,0.025484,-0.007423,0.000777,0.000665,0.008251,0.024336,-0.000880,0.005232,-0.009449,-0.003279,-0.001291,0.000910,0.001456,0.000380,0.002604,-0.002978,-0.000192,-0.000369,-0.001265,-0.000352,0.000275
Italian_North,0.127133,0.150214,0.036267,0.001655,0.036915,0.001849,0.002104,0.003076,0.009919,0.022456,-0.003306,0.006349,-0.012377,-0.004228,0.003435,0.001142,0.000062,0.000562,0.003392,-0.002270,0.000279,-0.000016,-0.001189,0.001807,-0.000151
Italian_South,0.108185,0.153374,-0.008539,-0.047006,0.014115,-0.015768,-0.000543,-0.001358,0.006806,0.023455,0.001613,0.002948,-0.004318,-0.001044,-0.005337,0.001104,0.001985,0.000127,0.001599,-0.002805,-0.000227,-0.001062,-0.001069,-0.001950,0.000861
Jewish_Ashkenazi,0.100826,0.143404,-0.009692,-0.043390,0.009901,-0.014836,-0.001115,-0.000702,0.008738,0.015819,0.002695,-0.000584,0.002668,-0.002331,-0.001689,0.004255,-0.000797,-0.000064,-0.000133,-0.000491,-0.000474,-0.000362,-0.000531,-0.000461,0.000151
Latvian,0.139070,0.123567,0.087501,0.079050,0.044874,0.029580,0.011230,0.015377,-0.000357,-0.029130,-0.002811,-0.012583,0.022143,0.034846,-0.014057,-0.001160,0.003793,-0.001628,0.004742,0.003336,0.002660,-0.009997,0.005014,-0.002838,0.005519
Montenegrin,0.129615,0.141526,0.041309,0.015221,0.032193,0.007524,0.005582,0.006146,0.001455,0.004759,-0.002825,0.000253,-0.001266,0.009860,-0.006981,-0.000998,0.003902,-0.000140,0.004865,-0.001152,-0.002538,-0.002776,0.002203,0.000796,0.000558
Norwegian,0.136954,0.134034,0.071968,0.053185,0.043420,0.019758,0.005242,0.007994,0.006264,-0.000259,-0.004722,0.001761,-0.005886,-0.003233,0.014883,0.004866,-0.006586,0.001207,0.002929,0.002918,0.005120,0.001521,-0.000535,0.008470,0.000255
North_Macedonian,0.124224,0.146369,0.027013,-0.003646,0.027769,0.000604,0.003709,0.003851,0.003834,0.010615,-0.001719,0.000134,-0.000259,0.008425,-0.009743,0.000790,0.004564,0.000961,0.005710,-0.003171,-0.003386,-0.002462,0.002152,0.000625,0.000494
Polish,0.138129,0.131596,0.074976,0.061423,0.044330,0.024208,0.009177,0.011520,0.000610,-0.016264,-0.005158,-0.007041,0.011291,0.026278,-0.008105,-0.000191,0.003396,-0.000312,0.005899,0.002650,0.000996,-0.007944,0.004132,0.000610,0.002891
Portuguese,0.101708,0.149376,0.040087,-0.001751,0.042858,-0.001890,-0.002376,0.003648,0.024487,0.028469,-0.003010,0.006863,-0.013642,-0.012237,0.009903,0.001452,-0.001951,-0.001005,-0.002151,-0.000780,0.001719,-0.001512,-0.000988,0.000057,0.000340
Romanian,0.128365,0.138996,0.039718,0.014743,0.030889,0.006961,0.005774,0.006585,0.002387,0.005513,-0.002351,0.000381,-0.000619,0.008225,-0.007330,-0.001491,0.003614,-0.000623,0.003667,-0.002181,-0.004160,-0.001473,0.001683,-0.000576,-0.000509
Russian,0.136264,0.112037,0.081750,0.070859,0.034906,0.024480,0.010976,0.014641,-0.001928,-0.026349,-0.000210,-0.009906,0.018469,0.019468,-0.011484,-0.001325,0.002456,-0.001953,0.001258,0.000516,-0.002846,-0.002126,0.003904,-0.001972,0.000631
Scottish,0.135605,0.140922,0.064429,0.041716,0.043644,0.016426,0.003924,0.006247,0.007705,0.007695,-0.005601,0.004580,-0.011083,-0.007077,0.016651,0.004641,-0.006550,0.001364,0.002688,0.002060,0.004247,0.001784,-0.001104,0.008028,-0.000384
Serb,0.130078,0.140485,0.044594,0.019511,0.034274,0.008854,0.006101,0.006835,0.001682,0.002716,-0.003117,-0.000868,0.000930,0.014466,-0.009365,-0.002172,0.004760,-0.000533,0.004852,-0.000792,-0.002087,-0.004398,0.002391,-0.001043,0.001168
Slovak,0.136102,0.133355,0.068748,0.051154,0.041999,0.019942,0.008003,0.010600,0.002583,-0.009651,-0.003980,-0.004741,0.007529,0.018314,-0.005826,0.000172,0.001830,-0.000230,0.004963,0.000908,-0.000014,-0.004930,0.003163,0.001403,0.001886
Slovenian,0.135460,0.138281,0.064250,0.042714,0.043596,0.017184,0.006496,0.008740,0.004479,-0.001678,-0.005159,-0.001799,0.001417,0.014281,-0.003053,0.000383,0.002323,0.000270,0.005225,0.001324,0.000667,-0.004789,0.002553,0.002185,0.001286
Spanish,0.116733,0.150456,0.041727,-0.000014,0.045293,-0.000711,-0.001044,0.002790,0.022967,0.032041,-0.003290,0.007213,-0.014378,-0.010218,0.008627,0.000811,-0.002195,0.000483,-0.001210,-0.001188,0.002433,-0.001468,-0.001942,-0.001586,0.000508
Swedish,0.136687,0.130780,0.073738,0.055290,0.043449,0.019903,0.006147,0.009255,0.006428,-0.002720,-0.003893,0.000210,-0.002492,0.000707,0.010874,0.003692,-0.005448,0.000774,0.003062,0.002576,0.004460,0.000510,-0.000040,0.007120,0.000655
